80000,5036.0,4874.0,5020.0,5046.0,5048.0
160000,5462.0,5055.0,5459.0,5502.0,5555.0
240000,5475.0,4938.0,5445.0,5547.0,5585.0
320000,5667.0,5133.0,5659.0,5749.0,5802.0
400000,5660.0,5072.0,5634.0,5734.0,5738.0
480000,5493.0,4863.0,5462.0,5587.0,5617.0
560000,5614.0,4914.0,5566.0,5708.0,5737.0
640000,5569.0,4873.0,5507.0,5678.0,5682.0
720000,5626.0,4895.0,5550.0,5741.0,5709.0
800000,5667.0,4981.0,5616.0,5807.0,5720.0
880000,5661.0,4911.0,5583.0,5784.0,5677.0
960000,5676.0,4967.0,5599.0,5800.0,5693.0
1040000,5631.0,4900.0,5541.0,5754.0,5631.0
1120000,5719.0,5028.0,5630.0,5828.0,5736.0
1200000,5763.0,4986.0,5626.0,5868.0,5763.0
1280000,5812.0,5031.0,5664.0,5907.0,5776.0
1360000,5843.0,5066.0,5708.0,5944.0,5782.0
1440000,5617.0,4862.0,5490.0,5730.0,5548.0
1520000,5827.0,5037.0,5665.0,5916.0,5729.0
1600000,5772.0,5013.0,5638.0,5880.0,5680.0
1680000,5787.0,4984.0,5603.0,5868.0,5655.0
1760000,5834.0,5044.0,5663.0,5888.0,5701.0
1840000,5806.0,5044.0,5653.0,5872.0,5701.0
1920000,5902.0,5040.0,5712.0,5962.0,5793.0
2000000,5858.0,5069.0,5711.0,5940.0,5766.0
2080000,5801.0,4997.0,5637.0,5878.0,5705.0
2160000,5819.0,5028.0,5656.0,5901.0,5716.0
2240000,5781.0,4985.0,5618.0,5859.0,5660.0
2320000,5742.0,4947.0,5569.0,5814.0,5625.0
2400000,5805.0,4946.0,5603.0,5861.0,5679.0
2480000,5980.0,5188.0,5810.0,6051.0,5814.0
2560000,5855.0,5061.0,5673.0,5909.0,5674.0
2640000,5801.0,4971.0,5618.0,5859.0,5616.0
2720000,5873.0,5040.0,5676.0,5932.0,5664.0
2800000,5817.0,4961.0,5621.0,5884.0,5619.0
2880000,5857.0,5050.0,5689.0,5921.0,5675.0
2960000,5975.0,5163.0,5783.0,6017.0,5764.0
3040000,5878.0,5053.0,5710.0,5943.0,5670.0
3120000,5909.0,5094.0,5719.0,5959.0,5716.0
3200000,5940.0,5118.0,5743.0,6013.0,5758.0
3280000,5820.0,4985.0,5624.0,5865.0,5625.0
3360000,5766.0,4941.0,5615.0,5843.0,5604.0
3440000,5785.0,4965.0,5602.0,5839.0,5571.0
3520000,5855.0,5043.0,5670.0,5929.0,5661.0
3600000,5821.0,5026.0,5646.0,5863.0,5637.0
3680000,5861.0,5075.0,5701.0,5897.0,5661.0
3760000,5942.0,5115.0,5759.0,5975.0,5740.0
3840000,5962.0,5148.0,5761.0,6010.0,5733.0
3920000,5830.0,4982.0,5623.0,5867.0,5597.0
4000000,5825.0,5025.0,5658.0,5902.0,5626.0
4080000,5868.0,5058.0,5692.0,5927.0,5660.0
4160000,5867.0,5024.0,5645.0,5930.0,5611.0
4240000,5787.0,4969.0,5625.0,5841.0,5600.0
4320000,5798.0,4976.0,5643.0,5879.0,5635.0
4400000,5783.0,4902.0,5572.0,5840.0,5536.0
4480000,5753.0,4917.0,5567.0,5783.0,5520.0
4560000,5725.0,4949.0,5582.0,5793.0,5518.0
4640000,5741.0,4919.0,5567.0,5824.0,5489.0
4720000,5874.0,5061.0,5671.0,5903.0,5632.0
4800000,5856.0,5033.0,5657.0,5925.0,5626.0
4880000,5831.0,5007.0,5627.0,5891.0,5591.0
4960000,5823.0,4994.0,5631.0,5876.0,5563.0
5040000,5853.0,5027.0,5686.0,5920.0,5636.0
5120000,5866.0,5022.0,5686.0,5916.0,5613.0
5200000,5794.0,4939.0,5579.0,5837.0,5557.0
5280000,5710.0,4901.0,5558.0,5771.0,5499.0
5360000,5852.0,5025.0,5653.0,5895.0,5613.0
5440000,5788.0,4938.0,5599.0,5832.0,5547.0
5520000,5721.0,4871.0,5525.0,5756.0,5473.0
5600000,5681.0,4866.0,5536.0,5754.0,5480.0
5680000,5799.0,4940.0,5577.0,5852.0,5524.0
5760000,5742.0,4903.0,5516.0,5765.0,5450.0
5840000,5842.0,4979.0,5637.0,5902.0,5563.0
5920000,5779.0,4940.0,5563.0,5810.0,5502.0
6000000,5743.0,4922.0,5535.0,5809.0,5485.0
6080000,5906.0,5070.0,5706.0,5956.0,5667.0
6160000,5736.0,4893.0,5533.0,5795.0,5512.0
6240000,5812.0,5036.0,5621.0,5833.0,5598.0
6320000,5904.0,5029.0,5692.0,5948.0,5653.0
6400000,5769.0,4978.0,5592.0,5837.0,5528.0
6480000,5749.0,4925.0,5556.0,5800.0,5470.0
6560000,5736.0,4920.0,5569.0,5803.0,5512.0
6640000,5840.0,5058.0,5679.0,5906.0,5615.0
6720000,5846.0,5044.0,5648.0,5900.0,5593.0
6800000,5766.0,4965.0,5603.0,5835.0,5499.0
6880000,5819.0,5018.0,5643.0,5858.0,5553.0
6960000,5717.0,4924.0,5542.0,5765.0,5443.0
7040000,5858.0,5046.0,5699.0,5912.0,5580.0
7120000,5897.0,5095.0,5725.0,5954.0,5614.0
7200000,5943.0,5144.0,5770.0,5995.0,5667.0
7280000,5672.0,4937.0,5546.0,5746.0,5453.0
7360000,5852.0,5035.0,5662.0,5917.0,5551.0
7440000,5858.0,5040.0,5671.0,5915.0,5603.0
7520000,5830.0,4971.0,5652.0,5881.0,5570.0
7600000,5767.0,4925.0,5603.0,5830.0,5534.0
7680000,5748.0,4902.0,5568.0,5802.0,5498.0
7760000,5859.0,5030.0,5642.0,5922.0,5564.0
7840000,5824.0,4999.0,5665.0,5893.0,5568.0
7920000,5832.0,5024.0,5651.0,5889.0,5571.0
8000000,5755.0,4913.0,5558.0,5790.0,5478.0
8080000,5736.0,4925.0,5569.0,5794.0,5473.0
8160000,5764.0,4939.0,5603.0,5827.0,5495.0
8240000,5791.0,4991.0,5618.0,5836.0,5548.0
8320000,5878.0,5042.0,5675.0,5929.0,5600.0
8400000,5803.0,4946.0,5599.0,5844.0,5507.0
8480000,5870.0,5030.0,5648.0,5905.0,5569.0
8560000,5831.0,4996.0,5634.0,5884.0,5553.0
8640000,5762.0,4915.0,5567.0,5817.0,5463.0
8720000,5946.0,5100.0,5739.0,5988.0,5625.0
8800000,5870.0,5065.0,5693.0,5937.0,5586.0
8880000,5760.0,4910.0,5554.0,5793.0,5454.0
8960000,5791.0,4997.0,5603.0,5840.0,5512.0
9040000,5908.0,5092.0,5697.0,5948.0,5606.0
9120000,5887.0,5127.0,5752.0,5940.0,5653.0
9200000,5726.0,4868.0,5553.0,5781.0,5437.0
9280000,5811.0,4958.0,5617.0,5848.0,5534.0
9360000,5798.0,4984.0,5613.0,5834.0,5551.0
9440000,5799.0,4937.0,5580.0,5837.0,5516.0
9520000,5800.0,4953.0,5593.0,5847.0,5524.0
9600000,5824.0,5004.0,5639.0,5864.0,5547.0
9680000,5921.0,5094.0,5707.0,5958.0,5632.0
9760000,5787.0,4973.0,5622.0,5839.0,5547.0
9840000,5738.0,4874.0,5525.0,5782.0,5451.0
9920000,5800.0,5031.0,5626.0,5842.0,5576.0
10000000,5831.0,5017.0,5649.0,5881.0,5587.0
10080000,5738.0,4941.0,5568.0,5777.0,5491.0
10160000,5873.0,5057.0,5701.0,5930.0,5629.0
10240000,5806.0,5020.0,5599.0,5861.0,5544.0
10320000,5687.0,4895.0,5507.0,5703.0,5444.0
10400000,5732.0,4900.0,5527.0,5772.0,5461.0
10480000,5840.0,5048.0,5653.0,5873.0,5596.0
10560000,5842.0,5015.0,5665.0,5877.0,5583.0
10640000,5798.0,4972.0,5612.0,5877.0,5535.0
10720000,5854.0,5069.0,5662.0,5897.0,5594.0
10800000,5898.0,5097.0,5724.0,5958.0,5661.0
10880000,5803.0,5045.0,5630.0,5858.0,5558.0
10960000,5817.0,4986.0,5650.0,5871.0,5575.0
11040000,5846.0,5102.0,5663.0,5896.0,5605.0
11120000,5827.0,5048.0,5638.0,5849.0,5559.0
11200000,5852.0,5064.0,5670.0,5882.0,5616.0
11280000,5834.0,5039.0,5660.0,5894.0,5581.0
11360000,5782.0,4957.0,5628.0,5825.0,5533.0
11440000,5762.0,4968.0,5583.0,5806.0,5497.0
11520000,5804.0,5002.0,5659.0,5853.0,5577.0
11600000,5772.0,4950.0,5602.0,5813.0,5530.0
11680000,5720.0,4904.0,5554.0,5781.0,5502.0
11760000,5815.0,5038.0,5663.0,5860.0,5577.0
11840000,5846.0,5048.0,5652.0,5880.0,5568.0
11920000,5760.0,4965.0,5589.0,5801.0,5502.0
12000000,5904.0,5082.0,5724.0,5942.0,5628.0
