Batch,LFU,LRU,Hyperbolic,ARC,Caffeine
814,4010,4276,4557,4625,4819
815,3591,3424,3623,4083,4096
816,3285,3075,3438,3911,3862
817,3067,3156,3628,3900,3896
818,3432,3400,3941,4160,4299
819,3557,4026,4422,4483,4591
820,3407,3317,3522,3620,4068
821,3518,6155,6367,6551,6611
822,3235,6633,6699,6715,6928
823,2525,3392,3307,3745,3854
824,3263,3194,3124,3768,4057
825,2746,2704,2932,3372,3516
826,3101,3012,3251,3803,3879
827,2525,3004,3030,3477,3675
828,3383,3266,3531,3906,4177
829,3815,6647,6861,6958,6997
830,3607,6918,6978,6942,7196
831,3132,3024,3152,3535,3715
832,2681,2771,2930,3356,3385
833,2849,2921,3127,3522,3599
834,3169,3434,3663,4103,4140
835,3067,2855,3132,3655,3647
836,2921,2781,3111,3553,3507
837,3032,3299,3527,3800,3867
838,2811,3129,3414,3800,3720
839,3235,3021,3306,3704,3669
840,2703,3143,3391,3725,3683
841,2934,2889,3210,3461,3526
842,3170,3121,3529,3887,3896
843,2886,2785,3238,3509,3476
844,2815,3143,3576,3804,3835
845,3848,4144,4324,4547,4536
846,3236,3192,3231,3533,3711
847,3044,3258,3449,3828,3815
848,2495,2698,3141,3534,3552
849,3263,3325,3597,3869,3812
850,3467,3494,3864,4227,4145
851,3357,3254,3717,4058,3891
852,3641,3680,4022,4364,4180
853,3267,3137,3710,3924,3609
854,2995,3025,3506,3679,3442
855,2987,3208,3649,3766,3672
856,3070,3277,3732,4026,3805
857,2876,3136,3383,3563,3652
858,2726,2793,3150,3179,3141
859,2964,3566,3683,3749,3834
860,3268,3162,3606,3950,3679
861,2957,2923,3397,3668,3716
862,3062,3100,3494,3929,3896
863,2932,2955,3570,3812,3781
864,3228,3306,3640,3743,3848
865,3000,3216,3668,3834,3803
866,3335,3434,3806,3928,4026
867,2804,2834,3372,3615,3541
868,599,2931,2878,3163,3034
869,397,3006,3169,3550,3470
870,254,3037,3150,3440,3421
871,264,3348,3581,4002,3917
872,292,3407,3760,4131,3974
873,275,3477,3838,4220,3954
874,294,2868,3258,3531,3360
875,150,3229,3586,4022,3674
876,244,3029,3408,3756,3462
877,290,3091,3589,3900,3589
878,172,2574,3074,3312,3100
879,176,3112,3503,3772,3561
880,391,2919,3194,3396,3295
881,486,3327,3616,3839,3730
882,346,3512,3864,4092,3826
883,441,3548,3981,4214,4189
884,336,3258,3605,3702,3799
885,183,3354,3779,4028,3922
886,193,3311,3713,3977,3822
887,1409,4922,4979,5311,5116
888,2993,7483,7668,7707,7646
889,305,3058,2924,3264,3148
890,262,3200,3202,3711,3464
891,410,2735,2784,3272,2984
892,453,2848,2984,3383,3238
893,256,3062,3197,3663,3330
894,183,3341,3308,3928,3626
895,228,3203,3520,3924,3545
896,216,3484,3440,4054,3580
897,302,3613,3785,4373,4003
898,4070,8325,8336,8454,8407
899,4809,9407,9425,9464,9428
900,1370,4636,4716,5135,4699
901,216,2750,2829,3477,3006
902,293,3062,3093,3501,3412
903,287,3165,3152,3702,3629
904,308,3387,3535,4130,4021
905,236,2782,2997,3537,3455
906,224,2962,3211,3567,3649
907,297,3217,3369,3683,3759
908,420,2926,3071,3460,3511
909,282,3340,3714,4287,3989
910,396,3296,3474,3874,3759
911,388,2781,3158,3658,3525
912,271,2885,3228,3677,3437
913,275,3688,3935,4350,4164
914,362,3413,3693,4122,4016
915,338,3699,4093,4415,4338
916,268,3180,3488,3960,3860
917,389,3205,3411,3708,3672
918,501,2928,3054,3316,3481
919,226,3604,3895,4272,4203
920,308,3211,3450,3654,3660
921,234,3395,3677,4174,3849
922,302,3339,3585,3772,3858
923,289,3667,3840,4101,4141
924,130,3230,3555,3915,3916
925,352,3322,3629,3948,3942
926,303,3287,3611,3938,3862
927,193,2922,3278,3671,3659
928,272,2727,3188,3591,3570
929,305,3287,3835,4139,4110
930,5253,8664,8779,8805,8778
931,5593,9509,9603,9566,9609
932,572,3638,3923,4210,4139
933,400,3165,3434,3965,3811
934,189,3458,3423,3949,3869
935,358,3728,3753,4158,4165
936,289,3430,3518,4129,4000
937,213,3514,3638,4116,4278
938,357,3121,3469,3966,4041
939,277,2954,3296,3743,3906
940,352,2791,3081,3437,3590
941,482,3294,3598,4032,4071
942,419,3101,3486,3739,3909
943,244,3421,3595,4042,4162
944,359,3018,3340,3739,3842
945,348,3398,3704,4116,4433
946,195,2889,3210,3431,3625
947,248,2991,3344,3675,3762
948,285,2960,3412,3714,3818
949,262,2967,3350,3656,3722
950,379,3156,3386,3709,3786
951,341,3090,3480,3816,3972
952,236,3333,3669,3942,4072
953,316,3245,3513,3874,4031
954,345,3206,3561,3796,3928
955,186,3139,3517,3772,3829
956,225,3774,4020,4299,4662
957,424,3298,3748,4059,4366
958,335,3273,3503,3659,3819
959,314,3033,3491,3831,4177
960,249,3449,3812,3992,4012
961,208,3423,3761,4203,4360
962,331,3215,3495,3741,3881
963,162,3357,3626,3834,4142
964,352,3003,3250,3607,3777
965,249,3168,3256,3625,3904
966,331,2941,3384,3625,3904
967,367,3236,3590,3920,4043
968,355,3457,3870,4319,4440
969,278,3355,3823,4097,4026
970,330,2935,3463,3709,3672
971,355,3254,3554,3871,3995
972,302,3097,3564,3984,3966
973,234,3206,3557,3961,3923
974,250,3168,3500,3876,3864
975,390,3011,3305,3618,3636
976,288,3313,3575,3871,3937
977,463,2997,3304,3642,3617
978,142,3172,3511,3796,3897
979,397,2940,3283,3622,3604
980,307,3387,3903,4175,4182
981,357,3131,3784,4144,3991
982,258,3204,3597,3934,3950
983,396,3433,3601,3765,4002
984,523,3300,3805,4009,4157
985,300,3318,3540,3756,3872
986,348,3117,3459,3711,3827
987,333,3253,3705,3989,4036
988,255,2980,3517,3848,3808
989,196,3038,3525,3847,3765
990,349,3283,3687,4041,3993
991,362,3033,3511,3729,3804
992,283,3354,3804,4078,4018
993,270,3287,3654,3906,4001
994,393,2840,3411,3625,3766
995,286,3211,3578,3853,3979
996,385,3591,4092,4357,4429
997,296,3223,3687,3845,3909
998,389,3126,3540,3722,3721
999,383,3313,3818,4140,3993
1000,367,3015,3508,3810,3668
1001,157,3253,3476,3811,3653
1002,273,3475,3848,4177,4017
1003,196,3172,3615,3892,3678
1004,242,3069,3430,3524,3455
1005,164,3065,3497,3546,3454
1006,299,3294,3815,4033,3772
1007,349,3216,3682,3933,3786
1008,297,3328,3878,4111,4000
1009,222,3060,3484,3792,3667
1010,204,2981,3438,3793,3491
1011,276,3284,3841,4114,3913
1012,270,3880,4413,4602,4329
1013,345,3739,3936,4044,3946
1014,279,3025,3326,3627,3383
1015,407,3433,3689,4065,3846
1016,313,2797,3367,3701,3272
1017,323,3177,3582,3753,3552
1018,318,3205,3576,3775,3574
1019,340,3189,3458,3692,3535
1020,327,3305,3467,3692,3566
1021,345,3201,3577,3830,3702
1022,243,3356,3808,4005,3788
1023,302,2988,3409,3739,3558
1024,400,3244,3607,3902,3748
1025,382,2978,3528,3745,3658
1026,240,3585,4012,4268,4041
1027,255,2701,3033,3212,3173
1028,322,3581,3897,4024,4004
1029,327,3237,3425,3625,3559
1030,217,3403,3703,3965,3860
1031,162,3398,3920,4185,4031
1032,453,3161,3598,3698,3721
1033,228,3251,3677,3832,3802
1034,437,3419,3787,3857,3965
1035,286,2905,3494,3823,3574
1036,271,2742,3138,3228,3209
1037,323,3426,3902,4177,4071
1038,331,2960,3370,3643,3523
1039,378,3167,3579,3765,3721
1040,189,2697,3126,3273,3215
1041,1606,4397,4797,4932,4880
1042,1539,4022,4066,4071,4338
1043,183,2807,3043,3445,3297
1044,241,3162,3421,3682,3690
1045,514,3101,3485,3818,3730
1046,321,3086,3445,3768,3652
1047,401,3525,3844,4205,4094
1048,371,3078,3418,3629,3678
1049,391,3443,3834,4115,4048
1050,275,3679,3956,4292,4327
1051,404,3239,3657,4004,4069
1052,244,3416,3804,4102,4189
1053,269,3530,3925,4265,4264
1054,318,3311,3889,4262,4288
1055,356,3360,3713,4076,4027
1056,2379,4946,5302,5395,5506
1057,827,3689,3907,4130,4313
1058,280,2874,3238,3593,3510
1059,189,2969,3309,3763,3775
1060,364,3142,3396,3616,3766
1061,240,3371,3797,4128,4154
1062,394,2995,3407,3880,3745
1063,257,3345,3640,4057,4054
1064,346,2876,3340,3693,3688
1065,393,3312,3639,3926,3986
1066,363,3728,4140,4430,4365
1067,281,3233,3634,3935,3856
1068,335,3026,3388,3642,3483
1069,339,2995,3210,3494,3495
1070,297,3488,3804,4211,4062
1071,402,3693,3994,4234,4049
1072,333,3181,3481,3765,3787
1073,348,3008,3259,3631,3669
1074,291,3389,3821,4189,4010
1075,328,3133,3601,3872,3798
1076,450,3572,4014,4254,4174
1077,369,3116,3366,3575,3651
1078,412,3072,3460,3827,3754
1079,283,2922,3174,3341,3525
1080,255,3223,3548,3756,3765
1081,338,3245,3588,3877,3790
1082,336,3375,3582,3907,3837
1083,344,3407,3790,4147,4164
1084,228,3135,3480,3721,3808
1085,324,3189,3623,3771,3935
1086,281,2978,3586,3875,3730
1087,372,3223,3728,4007,3983
1088,254,3513,3886,4128,4236
1089,234,3406,3812,4177,4306
1090,225,3213,3416,3758,3933
1091,248,3599,3961,4127,4323
1092,247,3511,3994,4135,4302
1093,280,3249,3765,3972,4132
1094,283,2685,3192,3274,3574
1095,291,3022,3496,3746,3902
1096,219,2780,3366,3457,3726
1097,344,3592,3928,4159,4293
1098,185,3185,3662,3789,3996
1099,354,3694,4127,4298,4379
1100,299,2813,3203,3531,3682
1101,357,2981,3578,3876,4109
1102,246,2946,3577,3976,4014
1103,171,3361,3874,4082,4179
1104,266,3453,3918,4171,4357
1105,365,3305,3655,4027,4130
1106,212,3245,3769,4151,4348
1107,358,3348,3856,4228,4440
1108,268,3249,3748,4114,4296
1109,301,3134,3686,3891,4108
1110,357,3009,3408,3641,3746
1111,342,2916,3399,3517,3716
1112,228,3073,3583,3787,3922
1113,350,3245,3723,3882,4126
1114,283,3520,3960,4199,4439
1115,189,2909,3408,3574,3803
1116,156,3198,3657,3830,4093
1117,430,2743,3280,3561,3603
1118,182,3468,3863,4111,3965
1119,317,3401,3678,3856,3955
1120,356,3208,3490,3866,4050
1121,227,2807,3300,3699,3856
1122,242,2869,3317,3716,3822
1123,356,2838,3320,3567,3648
1124,321,2958,3490,3776,3963
1125,300,3178,3594,3838,3871
1126,236,3271,3769,3961,4129
1127,301,2917,3418,3592,3737
1128,321,3088,3614,3780,4116
1129,406,3351,3725,3992,4347
1130,235,3387,3955,4313,4341
1131,294,3215,3761,4015,3978
1132,422,3346,3709,3814,4043
1133,150,3064,3556,3706,3980
1134,324,3347,3787,4065,4175
1135,301,3676,3968,4220,4317
1136,253,2928,3324,3551,3748
1137,323,3038,3430,3631,3743
1138,256,2986,3286,3359,3720
1139,379,3451,3620,3982,4118
1140,255,3341,3686,3997,4076
1141,160,3225,3359,3633,3678
1142,386,3332,3559,3839,4086
1143,267,3129,3663,4016,4149
1144,262,3145,3580,3896,4123
1145,197,3067,3467,3766,3960
1146,268,3618,3966,4295,4546
1147,338,3265,3725,4063,4211
1148,312,3033,3523,3876,4088
1149,292,3310,3572,3680,4082
1150,233,3473,3714,3840,4221
1151,343,3274,3646,3935,4138
1152,302,3323,3825,4014,4088
1153,274,2879,3348,3639,3760
1154,227,3075,3406,3611,3749
1155,150,2912,3287,3547,3499
1156,323,3294,3641,3857,4021
1157,275,3401,3820,3940,4193
1158,364,3287,3792,4096,4260
1159,406,2944,3461,3731,3879
1160,205,3195,3681,3914,4017
1161,351,3224,3563,3747,3972
1162,364,3646,3982,4080,4192
1163,255,3168,3553,3794,3941
1164,247,3739,4125,4289,4428
1165,395,3506,3880,4218,4268
1166,221,3169,3507,3747,3901
1167,332,2885,3314,3702,3681
1168,354,3553,3936,4248,4231
1169,221,3046,3534,3733,3901
1170,313,2989,3258,3466,3513
1171,283,2942,3427,3645,3719
1172,306,3517,3940,4111,4245
1173,315,3085,3453,3745,3760
1174,392,3289,3515,3739,3803
1175,401,3272,3656,3802,3898
1176,376,3073,3538,3784,3769
1177,285,3489,3851,4214,4055
1178,421,3346,3898,4160,3967
1179,396,3158,3641,4010,3683
1180,237,3158,3543,3909,3735
1181,337,3540,3778,4178,4097
1182,195,2872,3243,3576,3396
1183,427,3453,3891,4228,4116
1184,223,3067,3540,3848,3728
1185,267,3151,3508,3723,3725
1186,141,3172,3627,3861,3754
1187,362,3493,3848,4110,3943
1188,353,2886,3370,3627,3473
1189,204,3257,3595,3806,3743
1190,344,2922,3354,3615,3451
1191,281,3415,3807,4044,3938
1192,216,3394,3693,3843,3849
1193,1665,4702,4963,5158,5158
1194,385,3008,3034,3480,3517
1195,353,3223,3577,3868,3862
1196,270,3048,3424,3793,3708
1197,209,2838,3236,3612,3462
1198,317,3135,3485,3836,3716
1199,295,3450,3817,4138,4187
1200,435,3676,3988,4263,4230
1201,172,3530,3875,4082,4161
1202,167,2968,3528,3863,3850
1203,386,3015,3474,3765,3910
1204,347,3384,3889,4128,4240
1205,214,3284,3641,3786,4011
1206,224,3302,3757,3956,4129
1207,236,3131,3602,3815,3901
1208,331,3271,3677,3854,4050
1209,1056,3778,4147,4304,4556
1210,432,3853,4049,4267,4284
1211,379,2988,3179,3465,3717
1212,377,3120,3211,3611,3806
1213,383,3573,3649,3938,4212
1214,314,3719,3921,4270,4502
1215,1307,4172,4406,4667,4805
1216,347,2899,3004,3401,3540
1217,348,2943,3276,3603,3892
1218,313,3202,3512,3799,4122
1219,238,2707,3245,3413,3493
1220,221,3195,3415,3653,3897
1221,255,3074,3487,3765,3952
1222,272,3378,3602,3903,3923
1223,357,2879,3181,3547,3732
1224,237,2897,3271,3655,3741
1225,242,3338,3621,3891,4093
1226,242,3902,4270,4495,4759
1227,358,2847,3337,3524,3649
1228,233,3207,3728,3998,4130
1229,337,3032,3462,3716,3780
1230,256,3645,4049,4416,4427
1231,1218,3417,3877,4207,4208
1232,232,3342,3437,3915,4082
1233,338,3305,3533,3827,3963
1234,332,3158,3569,3880,4033
1235,384,2941,3250,3484,3591
1236,280,3198,3457,3754,3870
1237,360,3332,3688,3947,4132
1238,235,3733,4084,4351,4512
1239,213,2957,3248,3580,3741
1240,219,3180,3453,3682,4054
1241,1021,3633,4027,4342,4535
1242,867,3929,3936,4149,4240
1243,164,3281,3537,3872,4058
1244,274,3447,3691,4034,4273
1245,345,3627,3879,4162,4240
1246,302,2790,3294,3570,3714
1247,246,3141,3483,3813,4018
1248,414,2986,3375,3709,3962
1249,297,2762,3149,3356,3683
1250,239,3452,3724,3943,4219
1251,350,2692,3208,3555,3683
1252,217,3625,4120,4272,4555
1253,230,2919,3542,3606,3910
1254,311,3120,3556,3707,3947
1255,407,2905,3586,3886,4283
1256,284,3562,3939,4169,4351
1257,320,3193,3513,3617,3676
1258,170,3170,3620,3764,3907
1259,319,3036,3631,3865,3969
1260,264,3533,4013,4168,4431
1261,276,3585,3757,3959,4146
1262,349,3349,3671,4064,4065
1263,135,3051,3366,3520,3680
1264,143,3087,3586,3789,3855
1265,316,3221,3623,3865,3847
1266,465,3224,3656,3895,3784
1267,262,3222,3851,4007,4002
1268,307,3344,3843,4094,4063
1269,245,3013,3615,3840,3766
1270,258,3099,3595,3783,3776
1271,276,3538,3853,4218,4248
1272,335,3310,3736,4131,4086
1273,198,3274,3785,3923,4152
1274,490,3477,3885,4080,4288
1275,288,3014,3493,3761,3891
1276,239,3031,3437,3647,3784
1277,259,3142,3654,3953,4102
1278,337,3216,3615,3853,4058
1279,327,3136,3626,3811,3973
1280,405,3080,3515,3682,3866
1281,2029,4421,4730,4766,4892
1282,3275,5158,5165,5245,5640
1283,244,3414,3506,4001,3975
1284,281,3201,3524,4163,4159
1285,318,3357,3778,4264,4214
1286,205,3590,3918,4280,4205
1287,288,3209,3511,3841,3876
1288,465,3195,3574,3903,3917
1289,249,3033,3431,3664,3793
1290,432,3373,3645,3903,4004
1291,338,3110,3491,3803,3856
1292,312,3247,3666,3947,4004
1293,165,2971,3420,3784,3705
1294,448,3266,3671,3915,3937
1295,208,2990,3398,3664,3699
1296,350,3116,3612,3923,4077
1297,254,3528,3993,4391,4363
1298,386,3180,3551,3852,3857
1299,395,3152,3445,3633,3789
1300,255,2768,3355,3500,3583
1301,246,3664,3851,4159,4092
1302,273,2983,3396,3738,3684
1303,385,3110,3680,3877,3878
1304,353,2970,3508,3786,3702
1305,417,3074,3534,3670,3716
1306,381,3149,3655,3918,3770
1307,253,2932,3343,3743,3482
1308,359,3120,3664,3951,3726
1309,412,3570,3964,4171,3975
1310,398,3058,3403,3518,3493
1311,397,3110,3484,3729,3517
1312,228,2833,3189,3454,3343
1313,222,3189,3616,3912,3718
1314,307,3095,3563,3737,3699
1315,288,3462,4108,4365,4048
1316,361,3684,4078,4378,4162
1317,259,2647,3012,3371,3216
1318,409,3163,3437,3763,3711
1319,359,2808,3306,3562,3330
1320,210,3421,3706,3735,3869
1321,310,2973,3287,3542,3536
1322,314,3315,3572,3915,3738
1323,465,2644,3049,3254,3075
1324,381,3122,3305,3615,3465
1325,392,3235,3557,3820,3718
1326,260,3329,3783,4061,3875
1327,354,2976,3381,3686,3519
1328,376,3216,3539,3717,3783
1329,286,2780,3298,3532,3527
1330,445,3188,3741,3908,3985
1331,234,2926,3449,3793,3820
1332,404,3198,3650,3897,3931
1333,169,3213,3582,3808,3969
1334,318,3322,3761,3959,3866
1335,276,2973,3487,3821,3797
1336,331,3150,3574,3830,3928
1337,2904,6430,6668,6691,6867
1338,454,3443,3680,4006,4118
1339,396,3481,3772,4167,4313
1340,1739,4317,4564,4900,4994
1341,577,2573,2902,3303,3465
1342,370,2902,3079,3430,3592
1343,264,3527,3818,4262,4368
1344,281,2936,3293,3469,3702
1345,201,3085,3360,3786,3929
1346,354,3551,3723,4032,4234
1347,342,2915,3339,3526,3825
1348,409,3057,3428,3832,3921
1349,444,3155,3426,3668,3807
1350,292,3220,3664,4009,4137
1351,349,3032,3471,3808,3934
1352,393,3010,3427,3735,3917
1353,288,3394,3808,4055,4129
1354,228,3620,4012,4441,4536
1355,299,3245,3665,3885,4041
1356,229,3214,3394,3829,3746
1357,349,3211,3507,3847,4022
1358,451,3527,3948,4240,4346
1359,239,3143,3605,3862,4091
1360,235,2909,3265,3507,3643
1361,181,3135,3554,3827,4026
1362,259,2983,3515,3819,3975
1363,280,3119,3620,3799,3918
1364,354,2815,3228,3365,3628
1365,1750,5058,5361,5525,5723
1366,1853,5902,6067,6160,6380
1367,403,3228,3380,3843,4088
1368,305,2734,2971,3500,3569
1369,279,2925,3126,3476,3605
1370,413,3079,3229,3594,3782
1371,331,2837,3034,3218,3340
1372,373,3316,3595,4000,4272
1373,239,2980,3154,3605,3633
1374,347,3129,3245,3618,3832
1375,418,3038,3198,3632,3825
1376,314,3150,3341,3698,3980
1377,510,3422,3740,3987,4175
1378,4078,7044,7080,7126,7260
1379,268,2930,3015,3375,3757
1380,357,3173,3477,3981,4193
1381,356,2786,3053,3434,3653
1382,286,2860,3082,3505,3833
1383,366,3240,3426,3774,4056
1384,1472,5498,5222,5455,4524
1385,1663,5752,5749,5967,6159
1386,313,2850,2797,3671,3445
1387,211,2960,2903,3536,3446
1388,311,3551,3547,4228,3808
1389,317,3376,3561,4003,3163
1390,265,3166,3170,3666,3821
1391,237,3113,3453,3837,4011
1392,228,3644,3910,4179,4323
1393,1912,4291,4595,4722,4826
1394,221,2833,2872,3000,3434
1395,271,2982,3054,3490,3573
1396,199,3556,3781,4161,4281
1397,383,3580,3747,4015,4160
1398,424,2804,3115,3394,3585
1399,203,3490,3539,3799,3898
1400,244,3192,3460,3824,3939
1401,277,2647,2969,3177,3452
1402,151,2842,3290,3674,3748
1403,224,2829,3319,3623,3633
1404,365,2886,3231,3628,3827
1405,297,3399,3749,3972,4089
1406,368,2983,3362,3646,3843
1407,1044,3259,3587,3868,4047
1408,924,3606,3795,4084,4426
1409,267,3488,3576,3933,4117
1410,4429,7546,7592,7730,7760
1411,350,3184,3124,3476,3772
1412,658,3684,3789,4285,4316
1413,1538,3727,3728,4063,4419
1414,420,3273,3525,3847,4070
1415,349,3547,3499,3983,3999
1416,363,3374,3541,3816,4225
1417,340,3673,3869,4186,4238
1418,382,2802,3004,3419,3376
1419,209,2871,3055,3292,3358
1420,368,2971,3193,3421,3460
1421,264,2995,3150,3539,3855
1422,355,2880,3271,3618,3767
1423,292,3215,3614,3957,3941
1424,488,3028,3041,3516,3438
1425,340,3117,3439,3632,3929
1426,474,3156,3558,3898,4012
1427,404,3222,3382,3563,3757
1428,205,3227,3541,3803,4137
1429,341,2977,3438,3679,3842
1430,300,3226,3760,3976,4215
1431,358,3294,3848,4106,4217
1432,1442,4006,4398,4581,4690
1433,578,3754,3715,4210,4515
1434,236,3042,3270,3792,3929
1435,394,3057,3358,3732,3914
1436,230,3104,3404,3745,3900
1437,593,3177,3389,3684,3742
1438,273,3367,3528,3737,3966
1439,325,3438,3638,3875,4082
1440,418,3065,3449,3563,3914
1441,392,3030,3358,3551,3616
1442,302,2713,3150,3405,3416
1443,401,3048,3502,3736,3852
1444,300,3142,3632,3868,3961
1445,341,3192,3494,3797,3883
1446,348,2818,3198,3359,3464
1447,227,3261,3608,3703,3903
1448,230,3266,3581,3796,3894
1449,319,3135,3513,3589,3837
1450,258,3467,3859,3982,4009
1451,425,3527,3899,4070,4030
1452,466,2921,3179,3354,3586
1453,316,2920,3211,3409,3583
1454,270,2918,3296,3487,3556
1455,273,3389,3653,3829,3892
1456,264,3477,3763,3984,4142
1457,440,3259,3556,3504,3852
1458,354,3053,3329,3667,3765
1459,215,3346,3575,3997,3922
1460,362,3091,3690,4120,4119
1461,225,3183,3624,3777,4019
1462,186,3352,3802,4028,4129
1463,476,2776,3253,3505,3708
1464,322,2870,3469,3716,3820
1465,291,3305,3891,4298,4312
1466,286,3164,3657,3943,3979
1467,236,3372,3796,3943,4054
1468,380,2889,3336,3523,3738
1469,475,3480,3818,3941,4025
1470,280,3008,3349,3574,3559
1471,269,3241,3485,3763,3753
1472,218,2956,3342,3547,3481
1473,296,3338,3616,3797,3875
1474,1763,4327,4512,4659,4806
1475,258,3002,3187,3609,3719
1476,337,3290,3584,3983,3936
1477,317,2954,3335,3693,3713
1478,281,3338,3821,4189,4232
1479,323,3007,3289,3629,3688
1480,455,3320,3747,4039,4088
1481,376,2884,3382,3625,3707
1482,301,3303,3692,3973,4122
1483,208,3045,3632,3877,3898
1484,534,3284,3642,3871,3846
1485,224,3119,3711,3874,3979
1486,222,3638,4195,4470,4547
1487,342,2623,2851,3107,3211
1488,251,3840,4014,4305,4609
1489,342,3122,3503,3799,3833
1490,2663,6079,6169,6212,6396
1491,643,3080,3141,3475,3770
1492,205,3157,3324,3846,3974
1493,311,3116,3325,3778,3912
1494,235,3136,3425,3822,4033
1495,316,3088,3458,3820,3944
1496,266,3625,4008,4380,4506
1497,346,2921,3278,3700,3578
1498,282,2573,2868,3301,3391
1499,183,3454,3789,4165,4210
1500,268,3260,3730,4072,4172
1501,326,2963,3371,3643,3939
1502,213,2834,3175,3329,3619
1503,249,3048,3401,3618,3878
1504,313,3165,3599,3759,4009
1505,288,3199,3462,3738,3877
1506,423,3213,3491,3786,4018
1507,321,2833,3230,3441,3534
1508,604,3178,3656,3887,4117
1509,231,2796,3173,3512,3661
1510,205,3704,4094,4398,4472
1511,246,3357,3588,3737,4033
1512,391,3193,3518,3917,4011
1513,392,2940,3334,3656,3815
1514,219,3032,3334,3523,3745
1515,294,3142,3544,3809,4035
1516,323,3234,3778,4044,4201
1517,207,2861,3263,3357,3540
1518,205,3131,3432,3612,3908
1519,348,2906,3474,3508,3816
1520,250,2892,3206,3432,3513
1521,311,3196,3542,3797,3955
1522,342,3287,3768,4049,4243
1523,175,3223,3646,3973,3965
1524,267,3073,3448,3639,3837
1525,259,3353,3945,4149,4259
1526,381,3249,3638,3940,3718
1527,179,2930,3234,3350,3668
1528,300,2997,3530,3799,3991
1529,1366,4478,4762,4876,5008
1530,1998,5042,5081,5097,5370
1531,369,3211,3338,3708,3794
1532,393,3265,3387,3798,3947
1533,283,3037,3427,3871,4132
1534,348,3448,3838,4210,4406
1535,243,2959,3397,3730,3931
1536,396,3142,3574,3907,4020
1537,1227,3932,4344,4571,4670
1538,312,2895,3023,3428,3724
1539,308,3260,3555,3809,4121
1540,277,3371,3741,4025,4311
1541,222,2993,3237,3373,3632
1542,234,3171,3565,3767,4019
1543,383,3214,3526,3821,3918
1544,185,3056,3372,3643,3850
1545,366,3561,3905,4262,4466
1546,378,3061,3538,3780,3870
1547,259,3075,3471,3684,3810
1548,226,2600,2981,3149,3279
1549,381,2523,2928,3205,3437
1550,259,3501,3824,4076,4084
1551,321,3404,4001,4329,4236
1552,311,3096,3357,3722,3694
1553,1698,3789,3992,4074,4236
1554,370,3117,3363,3830,3996
1555,279,3062,3370,3659,3737
1556,454,2897,3112,3400,3558
1557,379,3627,3964,4304,4336
1558,353,2996,3375,3602,3731
1559,259,3475,3736,3925,4040
1560,165,3056,3565,3769,3924
1561,242,3211,3472,3727,4012
1562,319,3117,3586,3989,4139
1563,316,3203,3564,3836,4014
1564,372,3235,3495,3689,3924
1565,266,2679,3016,3174,3440
1566,216,3359,3725,3820,4083
1567,1373,3730,4090,4285,4451
1568,1065,3635,3658,3921,4302
1569,292,2707,2910,3526,3685
1570,435,3351,3630,4060,4103
1571,306,3432,3791,4131,4289
1572,366,3052,3340,3629,3775
1573,483,2845,3311,3566,3742
1574,276,3174,3584,3898,3828
1575,308,3089,3425,3707,3800
1576,384,3259,3700,4014,4047
1577,316,3414,3783,4084,4144
1578,250,3228,3660,3884,4069
1579,347,3177,3652,3721,3907
1580,227,3340,3769,3924,4052
1581,293,3046,3578,3815,3956
1582,325,3201,3594,3956,3998
1583,264,3149,3503,3772,3801
1584,294,3172,3647,3819,4039
1585,399,2706,3233,3418,3473
1586,357,3170,3719,3860,4031
1587,226,3098,3503,3724,3755
1588,403,2994,3306,3537,3654
1589,281,3218,3711,4020,4142
1590,370,2833,3448,3712,3683
1591,533,3051,3491,3609,3685
1592,365,3165,3611,3755,3850
1593,238,2946,3319,3654,3577
1594,233,3378,3850,4139,4007
1595,275,3098,3514,3685,3654
1596,256,3305,3788,4039,3923
1597,383,3487,3858,3985,4116
1598,457,3198,3781,3982,3940
1599,292,3378,3844,4017,3913
1600,256,3365,3961,4138,4094
1601,315,2883,3332,3631,3580
1602,411,3082,3658,3886,3868
1603,335,2952,3420,3573,3580
1604,265,3302,3655,3874,3958
1605,334,3252,3629,3849,3768
1606,383,3389,3800,3911,3950
1607,386,3305,3566,3712,3718
1608,429,3226,3530,3869,3900
1609,282,3038,3394,3608,3678
1610,366,3137,3580,3764,3804
1611,313,3249,3500,3734,3857
1612,1265,4515,4750,4932,4980
1613,1125,4388,4554,4796,4761
1614,512,3122,3365,3717,3645
1615,372,3156,3570,3893,3719
1616,249,3209,3429,3559,3696
1617,230,3223,3667,3956,3803
1618,392,3360,3649,3896,3882
1619,369,3429,3808,4088,4059
1620,273,2936,3324,3680,3486
1621,442,3109,3592,3925,3782
1622,295,3372,3853,4200,3975
1623,408,3026,3571,3761,3670
1624,363,3441,4003,4237,4202
1625,182,2872,3312,3579,3431
1626,428,2928,3382,3676,3556
1627,274,3294,3786,4013,3989
1628,271,3609,3873,3954,4107
1629,321,3053,3452,3693,3786
1630,410,3138,3556,3677,3856
1631,248,3431,3681,3791,3904
1632,500,3274,3323,3648,3740
1633,407,3284,3641,3911,3923
1634,347,3218,3569,3857,3845
1635,278,2960,3331,3638,3730
1636,447,2842,3341,3586,3647
1637,493,3009,3532,3725,3736
1638,538,3336,3850,4150,4167
1639,221,3115,3554,3882,3925
1640,440,3881,4357,4420,4697
