80000,3348.0,3337.0,3292.0,3424.0,3217.0
160000,3376.0,3310.0,3630.0,3858.0,3644.0
240000,3021.0,3200.0,3473.0,3616.0,3625.0
320000,2503.0,3114.0,3565.0,3707.0,3513.0
400000,3050.0,3652.0,3792.0,4063.0,3835.0
480000,3032.0,3269.0,3592.0,3730.0,3724.0
560000,2975.0,3319.0,3684.0,3925.0,3905.0
640000,2740.0,2970.0,3411.0,3604.0,3711.0
720000,3155.0,3351.0,3763.0,4013.0,4184.0
800000,3198.0,3305.0,3781.0,4090.0,4173.0
880000,2848.0,2869.0,3446.0,3577.0,3765.0
960000,3433.0,3385.0,4033.0,4345.0,4469.0
1040000,3095.0,3504.0,3923.0,3950.0,4015.0
1120000,2580.0,2819.0,3214.0,3385.0,3460.0
1200000,2956.0,3137.0,3542.0,3633.0,3883.0
1280000,3287.0,3450.0,3920.0,4145.0,4172.0
1360000,2946.0,3521.0,3931.0,4035.0,4031.0
1440000,3356.0,3307.0,3851.0,4052.0,4213.0
1520000,2681.0,2602.0,3093.0,3288.0,3575.0
1600000,3218.0,3567.0,4085.0,4338.0,4500.0
1680000,2926.0,2789.0,3295.0,3550.0,3598.0
1760000,3059.0,3150.0,3702.0,3778.0,4027.0
1840000,3254.0,3782.0,4340.0,4463.0,4716.0
1920000,2847.0,2978.0,3465.0,3664.0,3946.0
2000000,3189.0,3118.0,3731.0,4042.0,4215.0
2080000,2998.0,3015.0,3530.0,3797.0,3964.0
2160000,3014.0,3249.0,3880.0,3964.0,4211.0
2240000,3310.0,3194.0,3769.0,4007.0,4086.0
2320000,3391.0,3216.0,3933.0,4220.0,4295.0
2400000,3353.0,3643.0,4195.0,4427.0,4419.0
2480000,2807.0,2925.0,3545.0,3673.0,3858.0
2560000,3260.0,3587.0,3983.0,4107.0,4358.0
2640000,3137.0,3616.0,4073.0,4216.0,4362.0
2720000,3322.0,3552.0,3853.0,4054.0,4264.0
2800000,2911.0,2892.0,3542.0,3754.0,3970.0
2880000,3338.0,3446.0,3881.0,4166.0,4309.0
2960000,3333.0,3522.0,4003.0,4378.0,4310.0
3040000,3395.0,3532.0,4079.0,4281.0,4388.0
3120000,3009.0,3655.0,4146.0,4325.0,4422.0
3200000,3167.0,3274.0,3767.0,3997.0,4031.0
3280000,3096.0,3700.0,4089.0,4251.0,4277.0
3360000,2978.0,3484.0,4154.0,4468.0,4481.0
3440000,3029.0,3656.0,4158.0,4394.0,4362.0
3520000,2916.0,3087.0,3408.0,3614.0,3718.0
3600000,3194.0,3215.0,3624.0,3901.0,3899.0
3680000,3183.0,3610.0,4040.0,4124.0,4154.0
3760000,3128.0,3177.0,3515.0,3658.0,3870.0
3840000,3346.0,3416.0,3937.0,4226.0,4430.0
3920000,3114.0,3394.0,3928.0,4157.0,4290.0
4000000,3253.0,3082.0,3768.0,3862.0,4009.0
4080000,3411.0,3594.0,4197.0,4362.0,4480.0
4160000,2843.0,3366.0,3916.0,4036.0,4170.0
4240000,2889.0,3366.0,3807.0,3958.0,4096.0
4320000,3568.0,3560.0,4183.0,4367.0,4542.0
4400000,3007.0,3122.0,3581.0,3635.0,3922.0
4480000,2577.0,3022.0,3560.0,3648.0,4005.0
4560000,2956.0,3320.0,3771.0,3812.0,3805.0
4640000,3609.0,3750.0,3998.0,4267.0,4206.0
4720000,3008.0,2998.0,3448.0,3683.0,3828.0
4800000,3119.0,3237.0,3632.0,3808.0,4012.0
4880000,2935.0,2985.0,3416.0,3563.0,3769.0
4960000,2921.0,3523.0,4284.0,4507.0,4363.0
5040000,3039.0,3649.0,3945.0,4024.0,4207.0
5120000,3308.0,3150.0,3416.0,3609.0,3940.0
5200000,3181.0,3824.0,4361.0,4562.0,4746.0
5280000,3487.0,3590.0,4012.0,4181.0,4435.0
5360000,3439.0,3832.0,4487.0,4505.0,4722.0
5440000,2824.0,3188.0,3724.0,3728.0,3992.0
5520000,2937.0,3215.0,3604.0,3792.0,3865.0
5600000,3450.0,3741.0,4001.0,4429.0,4514.0
5680000,3315.0,3607.0,4073.0,4284.0,4364.0
5760000,3532.0,3477.0,3796.0,3968.0,4154.0
5840000,3897.0,3990.0,4475.0,4707.0,4778.0
5920000,3655.0,3571.0,4235.0,4554.0,4534.0
6000000,3615.0,3619.0,4270.0,4620.0,4552.0
6080000,3177.0,3345.0,4050.0,4295.0,4305.0
6160000,3425.0,3323.0,3920.0,4179.0,4083.0
6240000,3037.0,3159.0,3750.0,3809.0,3993.0
6320000,3446.0,3116.0,3665.0,3868.0,4016.0
6400000,3144.0,3219.0,3850.0,3925.0,3994.0
6480000,3215.0,3202.0,3689.0,3961.0,4027.0
6560000,3584.0,3491.0,4143.0,4292.0,4458.0
6640000,3402.0,3550.0,4083.0,4335.0,4391.0
6720000,2981.0,3556.0,3937.0,3989.0,4180.0
6800000,3529.0,3560.0,3998.0,4196.0,4441.0
6880000,3083.0,3085.0,3760.0,3935.0,4176.0
6960000,3452.0,3380.0,3985.0,4223.0,4383.0
7040000,3051.0,3217.0,3783.0,3854.0,4046.0
7120000,2832.0,3431.0,3949.0,4025.0,4044.0
7200000,3046.0,2926.0,3361.0,3562.0,3740.0
7280000,2968.0,2970.0,3503.0,3771.0,3806.0
7360000,2964.0,3138.0,3722.0,3876.0,3984.0
7440000,3355.0,3420.0,3891.0,4108.0,4150.0
7520000,3385.0,3534.0,3965.0,4185.0,4313.0
7600000,3258.0,3340.0,3858.0,3974.0,3997.0
7680000,3381.0,3544.0,4174.0,4298.0,4358.0
7760000,3181.0,3297.0,3873.0,4125.0,4065.0
7840000,3088.0,3351.0,3755.0,3807.0,4074.0
7920000,3283.0,3252.0,3820.0,3930.0,4089.0
8000000,2625.0,4266.0,4845.0,5022.0,4889.0
8080000,3349.0,3353.0,3717.0,3965.0,3994.0
8160000,3351.0,3510.0,3935.0,4351.0,4358.0
8240000,4200.0,4742.0,5010.0,5228.0,5278.0
8320000,4338.0,5604.0,5752.0,5878.0,6096.0
8400000,3468.0,3455.0,3469.0,3955.0,3961.0
